document,label,is_train
dataset/train/cs_0207006v1.Orthonormal_RBF_wavelet_and_ridgelet_like_series_and_transforms_for_high_dimensional_problems.png,cs.SC,1
dataset/train/cs_0207034v1.A_Note_on_the_DQ_Analysis_of_Anisotropic_Plates.png,cs.SC,1
dataset/train/cs_0208031v1.Parameterized_Type_Definitions_in_Mathematica__Methods_and_Advantages.png,cs.SC,1
dataset/train/cs_0301029v1.Size_reduction_and_partial_decoupling_of_systems_of_equations.png,cs.SC,1
dataset/test/cs_0304003v2.TCTL_Inevitability_Analysis_of_Dense_time_Systems.png,cs.SC,0
dataset/test/cs_0304004v2.Quasi_Optimal_Arithmetic_for_Quaternion_Polynomials.png,cs.SC,0
dataset/test/cs_0309008v1.Digital_Version_of_Green_s_Theorem_and_its_Application_to_The_Coverage_Problem_in_Formal_Verification.png,cs.SC,0
dataset/test/cs_0404008v2.Efficient_dot_product_over_word_size_finite_fields.png,cs.SC,0
dataset/test/cs_0405060v1.An_unexpected_application_of_minimization_theory_to_module_decompositions.png,cs.SC,0
dataset/train/0803.0197v1.DSP_Based_System_for_Real_time_Voice_Synthesis_Applications_Development.png,cs.SD,1
dataset/train/0812.0706v1.Which_notes_are_Vadi_Samvadi_in_Raga_Rageshree_.png,cs.SD,1
dataset/train/0901.2416v1.TR01__Time_continuous_Sparse_Imputation.png,cs.SD,1
dataset/train/0901.3902v1.iKlax__a_New_Musical_Audio_Format_for_Active_Listening.png,cs.SD,1
dataset/train/0903.3080v1.A_Unified_Theory_of_Time_Frequency_Reassignment.png,cs.SD,1
dataset/test/0903.3198v1.TR02__State_dependent_oracle_masks_for_improved_dynamical_features.png,cs.SD,0
dataset/test/0909.2363v1.Improvement_of_Text_Dependent_Speaker_Identification_System_Using_Neuro_Genetic_Hybrid_Algorithm_in_Office_Environmental_Conditions.png,cs.SD,0
dataset/test/0911.3538v1.Noise_Speech_wavelet_analyzing_in_special_time_ranges.png,cs.SD,0
dataset/test/0911.5171v1.Untangling_Phase_and_Time_in_Monophonic_Sounds.png,cs.SD,0
dataset/test/0912.0745v1.A_Digital_Guitar_Tuner.png,cs.SD,0
dataset/train/0705.1757v1.Scalability_and_Optimisation_of_a_Committee_of_Agents_Using_Genetic_Algorithm.png,cs.MA,1
dataset/train/0705.3050v1.A_competitive_multi_agent_model_of_interbank_payment_systems.png,cs.MA,1
dataset/train/0707.1558v1.Autonomy_with_regard_to_an_Attribute.png,cs.MA,1
dataset/train/0802.4450v1.A_Study_On_Distributed_Model_Predictive_Consensus.png,cs.MA,1
dataset/train/0806.3031v1.Multi_Site_Coordination_using_a_Multi_Agent_System.png,cs.MA,1
dataset/test/cs_0306119v1.A_Method_for_Solving_Distributed_Service_Allocation_Problems.png,cs.MA,0
dataset/test/cs_0401025v1.Running_C___models_undet_the_Swarm_environment.png,cs.MA,0
dataset/test/cs_0401026v1.EcoLab__Agent_Based_Modeling_for_C___programmers.png,cs.MA,0
dataset/test/cs_0407025v1.An_agent_framework_for_dynamic_agent_retraining__Agent_academy.png,cs.MA,0
dataset/test/cs_0502094v1.Coalition_Formation__Concessions__Task_Relationships_and_Complexity_Reduction.png,cs.MA,0
dataset/train/cs_0201010v1.Bundling_Equilibrium_in_Combinatorial_auctions.png,cs.GT,1
dataset/train/cs_0202015v2.Combinatorial_Auctions_with_Decreasing_Marginal_Utilities.png,cs.GT,1
dataset/train/cs_0202017v1.Truth_Revelation_in_Approximately_Efficient_Combinatorial_Auctions.png,cs.GT,1
dataset/train/cs_0202023v2.Expected_Qualitative_Utility_Maximization.png,cs.GT,1
dataset/train/cs_0202028v1.Classes_of_service_under_perfect_competition_and_technological_change__a_model_for_the_dynamics_of_the_Internet_.png,cs.GT,1
dataset/test/cs_0202029v1.Nonstandard_numbers_for_qualitative_decision_making.png,cs.GT,0
dataset/test/cs_0205076v1.Complexity_of_Manipulating_Elections_with_Few_Candidates.png,cs.GT,0
dataset/test/cs_0306128v3.On_the_suitability_of_the_2_x_2_games_for_studying_reciprocal_cooperation_and_kin_selection.png,cs.GT,0
dataset/test/cs_0310039v1.A_Game_Theoretic_Framework_for_Incentives_in_P2P_Systems.png,cs.GT,0
dataset/test/cs_0312005v2.A_Cartography_for_2x2_Symmetric_Games.png,cs.GT,0
dataset/train/2504.09517v2.RoboComm__A_DID_based_scalable_and_privacy_preserving_Robot_to_Robot_interaction_over_state_channels.png,cs.NI,1
dataset/train/2504.11334v1.A_Mathematical_Framework_of_Semantic_Communication_based_on_Category_Theory.png,cs.NI,1
dataset/train/cs_9809030v1.Fast__Approximate_Synthesis_of_Fractional_Gaussian_Noise_for_Generating_Self_Similar_Network_Traffic.png,cs.NI,1
dataset/train/cs_9809039v1.ABR_Flow_Control_for_Multipoint_Connections.png,cs.NI,1
dataset/train/cs_9809042v1.A_Definition_of_General_Weighted_Fairness_and_its_Support_in_Explicit_Rate_Switch_Algorithms.png,cs.NI,1
dataset/test/cs_9809043v1.Worst_Case_Buffer_Requirements_For_Tcp_Over_ABR.png,cs.NI,0
dataset/test/cs_9809045v1.Performance_of_TCP_over_ABR_with_Long_Range_Dependent_VBR_Background_Traffic_over_Terrestrial_and_Satellite_ATM_networks.png,cs.NI,0
dataset/test/cs_9809046v1.Fairness_for_ABR_multipoint_to_point_connections.png,cs.NI,0
dataset/test/cs_9809047v1.Modeling_Traffic_Management_in_ATM_Networks_with_OPNET.png,cs.NI,0
dataset/test/cs_9809048v1.laboratories_for_Data_Communications_and_Computer_Networks.png,cs.NI,0
dataset/train/cs_0004004v1.Mathematical_Software__Past__Present__and_Future.png,cs.MS,1
dataset/train/cs_0101001v1.Automatic_Differentiation_Tools_in_Optimization_Software.png,cs.MS,1
dataset/train/cs_0101018v1.GPCG__A_Case_Study_in_the_Performance_and_Scalability_of_Optimization_Algorithms.png,cs.MS,1
dataset/train/cs_0102001v2.Benchmarking_Optimization_Software_with_Performance_Profiles.png,cs.MS,1
dataset/train/cs_0106051v1.Users_Guide_for_SnadiOpt__A_Package_Adding_Automatic_Differentiation_to_Snopt.png,cs.MS,1
dataset/test/cs_0107025v2.Computer_validated_proofs_of_a_toolset_for_adaptable_arithmetic.png,cs.MS,0
dataset/test/cs_0306127v1.Development_of_a_Java_Package_for_Matrix_Programming.png,cs.MS,0
dataset/test/cs_0307009v1.Finding_the__truncated__polynomial_that_is_closest_to_a_function.png,cs.MS,0
dataset/test/cs_0310057v1.An_Introduction_to_Using_Software_Tools_for_Automatic_Differentiation.png,cs.MS,0
dataset/test/cs_0406049v1.A_Fast__Vectorizable_Algorithm_for_Producing_Single_Precision_Sine_Cosine_Pairs.png,cs.MS,0
dataset/train/cs_0206029v1.Computer_Generated_Photorealistic_Hair.png,cs.GR,1
dataset/train/cs_0304011v1.Embedded_Reflection_Mapping.png,cs.GR,1
dataset/train/cs_0305057v1.The_Persint_visualization_program_for_the_ATLAS_experiment.png,cs.GR,1
dataset/train/cs_0306012v1.GraXML___Modular_Geometric_Modeler.png,cs.GR,1
dataset/train/cs_0306031v1.The_FRED_Event_Display__an_Extensible_HepRep_Client_for_GLAST.png,cs.GR,1
dataset/test/cs_0306059v1.The_Use_of_HepRep_in_GLAST.png,cs.GR,0
dataset/test/cs_0307065v1.Application_of_interactive_parallel_visualization_for_commodity_based_clusters_using_visualization_APIs.png,cs.GR,0
dataset/test/cs_0311034v1.Visualization_of_variations_in_human_brain_morphology_using_differentiating_reflection_functions.png,cs.GR,0
dataset/test/cs_0404022v1.An_Algorithm_for_Transforming_Color_Images_into_Tactile_Graphics.png,cs.GR,0
dataset/test/cs_0405048v1.Interactive_visualization_of_higher_dimensional_data_in_a_multiview_environment.png,cs.GR,0
dataset/train/0706.0903v1.Families_of_traveling_impulses_and_fronts_in_some_models_with_cross_diffusion.png,cs.NA,1
dataset/train/cs_0201015v1.On_the_Significance_of_Digits_in_Interval_Notation.png,cs.NA,1
dataset/train/cs_0206031v1.A_sufficient_condition_for_global_invertibility_of_Lipschitz_mapping.png,cs.NA,1
dataset/train/cs_0210015v2.New_Developments_in_Interval_Arithmetic_and_Their_Implications_for_Floating_Point_Standardization.png,cs.NA,1
dataset/train/cs_0306015v1.Computing_sharp_and_scalable_bounds_on_errors_in_approximate_zeros_of_univariate_polynomials.png,cs.NA,1
dataset/test/cs_0404034v1.Propagation_by_Selective_Initialization_and_Its_Application_to_Numerical_Constraint_Satisfaction_Problems.png,cs.NA,0
dataset/test/cs_0407022v4.Solving_Elliptic_Finite_Element_Systems_in_Near_Linear_Time_with_Support_Preconditioners.png,cs.NA,0
dataset/test/cs_0410045v4.Analysis_of_and_workarounds_for_element_reversal_for_a_finite_element_based_algorithm_for_warping_triangular_and_tetrahedral_meshes.png,cs.NA,0
dataset/test/cs_0412009v1.A_Fully_Sparse_Implementation_of_a_Primal_Dual_Interior_Point_Potential_Reduction_Method_for_Semidefinite_Programming.png,cs.NA,0
dataset/test/cs_0501041v1.Two_Iterative_Algorithms_for_Solving_Systems_of_Simultaneous_Linear_Algebraic_Equations_with_Real_Matrices_of_Coefficients.png,cs.NA,0
dataset/train/cs_0003078v1.About_the_finding_of_independent_vertices_of_a_graph.png,cs.DS,1
dataset/train/cs_0006046v1.3_Coloring_in_Time_O_1_3289_n_.png,cs.DS,1
dataset/train/cs_0007029v1.Dimension_Dependent_behavior_in_the_satisfability_of_random_k_Horn_formulae.png,cs.DS,1
dataset/train/cs_0007043v1.Min_Max_Fine_Heaps.png,cs.DS,1
dataset/train/cs_0008011v1.All_Pairs_Shortest_Paths_using_Bridging_Sets_and_Rectangular_Matrix_Multiplication.png,cs.DS,1
dataset/test/cs_0009006v1.Improved_Algorithms_for_3_Coloring__3_Edge_Coloring__and_Constraint_Satisfaction.png,cs.DS,0
dataset/test/cs_0011047v1.Dancing_links.png,cs.DS,0
dataset/test/cs_0012002v1.Random_Shuffling_to_Reduce_Disorder_in_Adaptive_Sorting_Scheme.png,cs.DS,0
dataset/test/cs_0111050v7.Smoothed_Analysis_of_Algorithms__Why_the_Simplex_Algorithm_Usually_Takes_Polynomial_Time.png,cs.DS,0
dataset/test/cs_9301115v1.Context_free_multilanguages.png,cs.DS,0
dataset/train/2504.11369v1.OpenTuringBench__An_Open_Model_based_Benchmark_and_Framework_for_Machine_Generated_Text_Detection_and_Attribution.png,cs.HC,1
dataset/train/2504.11380v1.Speak_with_Confidence__Designing_an_Augmented_Reality_Training_Tool_for_Public_Speaking.png,cs.HC,1
dataset/train/cs_0101029v1.Tap_Tips__Lightweight_Discovery_of_Touchscreen_Targets.png,cs.HC,1
dataset/train/cs_0101035v2.The_Guidebook__the_Friend__and_the_Room__Visitor_Experience_in_a_Historic_House.png,cs.HC,1
dataset/train/cs_0110006v1.Electronic_Commerce__Consumer_Search_and_Retailing_Cost_Reduction.png,cs.HC,1
dataset/test/cs_0111024v1.Building_Multi_Platform_User_Interfaces_with_UIML.png,cs.HC,0
dataset/test/cs_0111025v1.A_Multi_Step_Process_for_Generating_Multi_Platform_User_Interfaces_using_UIML.png,cs.HC,0
dataset/test/cs_0205054v1.Eavesdropping_on_Electronic_Guidebooks__Observing_Learning_Resources_in_Shared_Listening_Environments.png,cs.HC,0
dataset/test/cs_0205055v1.Practical_Strategies_for_Integrating_a_Conversation_Analyst_in_an_Iterative_Design_Process.png,cs.HC,0
dataset/test/cs_0210014v1.Current_state_of_the_Sonix____the_IBR_2_instrument_control_software_and_plans_for_future_developments.png,cs.HC,0
dataset/train/2504.11429v1.Improving_Statistical_Privacy_by_Subsampling.png,cs.CR,1
dataset/train/cs_0003066v1.Specifying_and_Implementing_Security_Policies_Using_LaSCO__the_Language_for_Security_Constraints_on_Objects.png,cs.CR,1
dataset/train/cs_0010019v1.The_Random_Oracle_Methodology__Revisited.png,cs.CR,1
dataset/train/cs_0011004v2.Anonymous_Oblivious_Transfer.png,cs.CR,1
dataset/train/cs_0101020v2.More_Robust_Multiparty_Protocols_with_Oblivious_Transfer.png,cs.CR,1
dataset/test/cs_0102012v1.Chaos_for_Stream_Cipher.png,cs.CR,0
dataset/test/cs_0107003v2.Lower_Bounds_for_Zero_knowledge_on_the_Internet.png,cs.CR,0
dataset/test/cs_0107004v1.On_Concurrent_and_Resettable_Zero_Knowledge_Proofs_for_NP.png,cs.CR,0
dataset/test/cs_0108017v1.Security_Considerations_for_Remote_Electronic_Voting_over_the_Internet.png,cs.CR,0
dataset/test/cs_0110009v1.Algorithmic_Self_Assembly_of_DNA_Tiles_and_its_Application_to_Cryptanalysis.png,cs.CR,0
dataset/train/cs_9808008v1.Computational_Geometry_Column_34.png,cs.CG,1
dataset/train/cs_9809038v2.Incremental_and_Decremental_Maintenance_of_Planar_Width.png,cs.CG,1
dataset/train/cs_9809081v1.Optimal_Point_Placement_for_Mesh_Smoothing.png,cs.CG,1
dataset/train/cs_9809109v1.Linear_Complexity_Hexahedral_Mesh_Generation.png,cs.CG,1
dataset/train/cs_9810007v2.Randomization_yields_simple_O_n_log_star_n__algorithms_for_difficult_Omega_n__problems.png,cs.CG,1
dataset/test/cs_9901013v1.Analysis_of_approximate_nearest_neighbor_searching_with_clustered_point_sets.png,cs.CG,0
dataset/test/cs_9906023v1.Computational_Geometry_Column_35.png,cs.CG,0
dataset/test/cs_9907023v1.On_Deletion_in_Delaunay_Triangulation.png,cs.CG,0
dataset/test/cs_9907024v1.Improved_Incremental_Randomized_Delaunay_Triangulation.png,cs.CG,0
dataset/test/cs_9907025v1.The_union_of_unit_balls_has_quadratic_complexity__even_if_they_all_contain_the_origin.png,cs.CG,0
dataset/train/2412.11758v3.Establishing_a_Foundation_for_Tetun_Ad_Hoc_Text_Retrieval__Stemming__Indexing__Retrieval__and_Ranking.png,cs.IR,1
dataset/train/cs_0002010v1.Biologically_Motivated_Distributed_Designs_for_Adaptive_Knowledge_Management.png,cs.IR,1
dataset/train/cs_0007017v1.Fuzzy_data__XML_may_handle_it.png,cs.IR,1
dataset/train/cs_0102002v1.On_the_Automated_Classification_of_Web_Sites.png,cs.IR,1
dataset/train/cs_0209021v1.Activities__Context_and_Ubiquitous_Computing.png,cs.IR,1
dataset/test/cs_0306021v2.Visualization_for_Periodic_Population_Movement_between_Distinct_Localities.png,cs.IR,0
dataset/test/cs_0306026v1.BdbServer____A_User_Driven_Data_Location_and_Retrieval_Tool.png,cs.IR,0
dataset/test/cs_0306094v1.BaBar___A_Community_Web_Site_in_an_Organizational_Setting.png,cs.IR,0
dataset/test/cs_0308042v1.Centralized_reward_system_gives_rise_to_fast_and_efficient_work_sharing_for_intelligent_Internet_agents_lacking_direct_communication.png,cs.IR,0
dataset/test/cs_0402061v1.A_Correlation_Based_Distance.png,cs.IR,0
dataset/train/0903.2554v2.Bottom_up_rewriting_for_words_and_terms.png,cs.FL,1
dataset/train/0903.3513v1.Fuzzy_Chemical_Abstract_Machines.png,cs.FL,1
dataset/train/0904.2257v1.The_equality_problem_for_infinite_words_generated_by_primitive_morphisms.png,cs.FL,1
dataset/train/0904.3366v1.State_complexity_of_orthogonal_catenation.png,cs.FL,1
dataset/train/0904.4686v1.Linear_Space_Computation_of_the_Edit_Distance_between_a_String_and_a_Finite_Automaton.png,cs.FL,1
dataset/test/0905.1045v2.Descriptional_complexity_of_bounded_context_free_languages.png,cs.FL,0
dataset/test/0905.1248v1.Deterministic_pushdown_automata_and_unary_languages.png,cs.FL,0
dataset/test/0905.4193v1.Answers_to_Questions_Formulated_in_the_Paper__On_States_Observability_in_Deterministic_Finite_Automata_.png,cs.FL,0
dataset/test/0906.0072v2.The_cost_of_being_co_Buchi_is_nonlinear.png,cs.FL,0
dataset/test/0906.0857v2.2D_cellular_automata__dynamics_and_undecidability.png,cs.FL,0
dataset/train/cs_0406039v3.Long_Nonbinary_Codes_Exceeding_the_Gilbert___Varshamov_Bound_for_any_Fixed_Distance.png,cs.IT,1
dataset/train/cs_0406048v1.On_Expanders_Graphs__Parameters_and_Applications.png,cs.IT,1
dataset/train/cs_0407010v1.Improved_error_bounds_for_the_erasure_list_scheme__the_binary_and_spherical_cases.png,cs.IT,1
dataset/train/cs_0407011v3.Distance_distribution_of_binary_codes_and_the_error_probability_of_decoding.png,cs.IT,1
dataset/train/cs_0408008v1.Iterative_Quantization_Using_Codes_On_Graphs.png,cs.IT,1
dataset/test/cs_0408017v1.Improved_Upper_Bound_for_the_Redundancy_of_Fix_Free_Codes.png,cs.IT,0
dataset/test/cs_0408038v1.The_Dynamics_of_Group_Codes__Dual_Abelian_Group_Codes_and_Systems.png,cs.IT,0
dataset/test/cs_0408062v1.Source_Coding_With_Distortion_Side_Information_At_The_Encoder.png,cs.IT,0
dataset/test/cs_0409011v2.Shannon_meets_Wiener_II__On_MMSE_estimation_in_successive_decoding_schemes.png,cs.IT,0
dataset/test/cs_0409026v1.Capacity_achieving_ensembles_for_the_binary_erasure_channel_with_bounded_complexity.png,cs.IT,0
dataset/train/cs_0212022v1.Algorithms_for_Rapidly_Dispersing_Robot_Swarms_in_Unknown_Environments.png,cs.RO,1
dataset/train/cs_0212027v1.Qualitative_Study_of_a_Robot_Arm_as_a_Hamiltonian_System.png,cs.RO,1
dataset/train/cs_0311019v1.Replay_Debugging_of_Complex_Real_Time_Systems__Experiences_from_Two_Industrial_Case_Studies.png,cs.RO,1
dataset/train/cs_0411020v1.Dynamic_Modelling_and_Adaptive_Traction_Control_for_Mobile_Robots.png,cs.RO,1
dataset/train/cs_0411021v1.Coevolution_Based_Adaptive_Monte_Carlo_Localization__CEAMCL_.png,cs.RO,1
dataset/test/cs_0411023v1.Design_and_Implementation_of_a_General_Decision_making_Model_in_RoboCup_Simulation.png,cs.RO,0
dataset/test/cs_0411024v1.Space_Robotics_Part_2__Space_based_Manipulators.png,cs.RO,0
dataset/test/cs_0412050v1.Gyroscopically_Stabilized_Robot__Balance_and_Tracking.png,cs.RO,0
dataset/test/cs_0412051v1.Dynamic_replanning_in_uncertain_environments_for_a_sewer_inspection_robot.png,cs.RO,0
dataset/test/cs_0412052v1.WebotsTM__Professional_Mobile_Robot_Simulation.png,cs.RO,0
