"dataset_name","function_name","id","episode_id","input","output","output_schema","tags","auxiliary","is_deleted","updated_at"
"foo","extract_entities","01937937-71a8-7cd2-9b76-b0629ae7af54","0192ced0-a2c8-7f73-9b38-daafd7e8dc7b","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Results of Yugoslav league""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Yugoslav\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Yugoslav""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193829b-cd48-7731-9df0-4e325119d96d","0192ced0-949e-71e3-965b-28f84cc37437","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Mark Philippoussis ( Australia ) beat Andrei Olhovskiy ( Russia ) 6 - 3 6-4 6-2""}]}]}","{""raw"":""{\n    \""person\"": [\""Mark Philippoussis\"", \""Andrei Olhovskiy\""],\n    \""organization\"": [],\n    \""location\"": [\""Australia\"", \""Russia\""],\n    \""miscellaneous\"": []\n}"",""parsed"":{""person"":[""Mark Philippoussis"",""Andrei Olhovskiy""],""organization"":[],""location"":[""Australia"",""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193994e-5560-7610-a3a0-45fdd59338aa","0192ced0-949d-7063-900d-a4a6d3b4003b","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Brown threw 119 pitches and won for the third time in as many starts against the Reds this season .""}]}]}","{""raw"":""{\""person\"":[\""Brown\""],\""organization\"":[\""Reds\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Brown""],""organization"":[""Reds""],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01939a16-b258-71e1-a467-183001c1952c","0192ced0-949f-7193-8e91-baeb174781be","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""AL-RAM , West Bank 1996-08-30""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""AL-RAM\"",\""West Bank\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""AL-RAM"",""West Bank""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193602b-d2a8-7833-a536-32745fc3915e","0192ced0-a2c6-7323-be23-ce66bf0ae2aa","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""6. Oksana Grichina ( Russia ) 36.242""}]}]}","{""raw"":""{\""person\"":[\""Oksana Grichina\""],\""organization\"":[],\""location\"":[\""Russia\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Oksana Grichina""],""organization"":[],""location"":[""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01939243-10a8-7be3-a810-038bd68a723f","0192ced0-949f-7193-8e91-bb35bd5ad521","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""GERMANY - Bunds extended losses , flirting with session lows after falling victim to sharply higher U.S. economic data which revived fears that interest rates may soon turn higher .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""GERMANY\"",\""U.S.\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""GERMANY"",""U.S.""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","019353a6-0328-71d0-aa20-13641ec8c85a","0192ced0-a2c7-7c83-96e1-bdb9a47cf559","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Brechin 3 0 3 0 2 2 3""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Brechin\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Brechin""],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01937f7a-5968-7272-ad37-9021700440e4","0192ced0-9496-71d1-9722-cf5de87c845f","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Mark Philippoussis ( Australia ) beat Andrei Olhovskiy ( Russia ) 6 - 3 6-4 6-2""}]}]}","{""raw"":""{\""person\"":[\""Mark Philippoussis\"",\""Andrei Olhovskiy\""],\""organization\"":[],\""location\"":[\""Australia\"",\""Russia\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Mark Philippoussis"",""Andrei Olhovskiy""],""organization"":[],""location"":[""Australia"",""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01934fbc-3250-7571-ad38-041f27ffa3f9","0192ced0-a2c8-7f73-9b38-da82351b91b1","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""287 Ian Woosnam 70 76 71 70""}]}]}","{""raw"":""{\""person\"":[\""Ian Woosnam\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Ian Woosnam""],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193514c-ec40-7911-ad63-460bb9c861e1","0192ced0-a2b5-7d90-a4b7-eac823d55636","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""9. Mauricio Gugelmin ( Brazil ) , Reynard Ford Cosworth , 54.762""}]}]}","{""raw"":""{\""person\"":[\""Mauricio Gugelmin\""],\""organization\"":[\""Reynard Ford Cosworth\""],\""location\"":[\""Brazil\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Mauricio Gugelmin""],""organization"":[""Reynard Ford Cosworth""],""location"":[""Brazil""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01937ac8-2b98-7753-ae0f-071b84403ce4","0192ced0-a2c6-7323-be23-ce7f39c0f76d","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""The reports fanned worries on Wall Street that the Fed , the nation 's central bank , would raise rates next month in a bid to ward off inflation , driving stock and bond prices sharply lower for a second day running .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Fed\""],\""location\"":[\""Wall Street\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Fed""],""location"":[""Wall Street""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","019388de-b508-7a80-b0eb-9bb33ea39a8b","0192ced0-949d-7063-900d-a543e944a78e","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""East Stirling 3 0 2 1 3 4 2""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""East Stirling\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""East Stirling""],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01937b90-8890-7c72-b226-a3e246d3015f","0192ced0-9487-7c42-a0e9-3914a74eb32b","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Brown threw 119 pitches and won for the third time in as many starts against the Reds this season .""}]}]}","{""raw"":""{\""person\"":[\""Brown\""],\""organization\"":[\""Reds\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Brown""],""organization"":[""Reds""],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01938fe9-f9c0-7c22-b5d2-a5414d552bfa","0192ced0-949f-7193-8e91-bad56cc63624","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Mark Philippoussis ( Australia ) beat Andrei Olhovskiy ( Russia ) 6 - 3 6-4 6-2""}]}]}","{""raw"":""{\""person\"":[\""Mark Philippoussis\"",\""Andrei Olhovskiy\""],\""organization\"":[],\""location\"":[\""Australia\"",\""Russia\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Mark Philippoussis"",""Andrei Olhovskiy""],""organization"":[],""location"":[""Australia"",""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193949c-2790-7d90-b6b2-96afebdd6640","0192ced0-949e-71e3-965b-2873dc17e120","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""\"" All concerned must avoid taking any course of action that could pose an obstacle to the peace process and which could make a peaceful solution difficult , \"" he said , as news came of a renewed breakdown in Arab-Israeli peace talks in Jerusalem .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""Jerusalem\""],\""miscellaneous\"":[\""Arab-Israeli\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""Jerusalem""],""miscellaneous"":[""Arab-Israeli""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01936e42-5c18-7da1-b978-ceb15ca7da1b","0192ced0-a2c5-7e21-97da-46f63636f008","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Adams and Platt are both injured and will miss England 's opening World Cup qualifier against Moldova on Sunday .""}]}]}","{""raw"":""{\""person\"":[\""Adams\"",\""Platt\""],\""organization\"":[],\""location\"":[\""England\"",\""Moldova\""],\""miscellaneous\"":[\""World Cup\""]}"",""parsed"":{""person"":[""Adams"",""Platt""],""organization"":[],""location"":[""England"",""Moldova""],""miscellaneous"":[""World Cup""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01935920-8df0-74e0-ba96-e105119968d5","0192ced0-a2c6-7323-be23-cdc9057a9534","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""\"" I told Monica we need her if we want to win , \"" King said .""}]}]}","{""raw"":""{\""person\"":[\""Monica\"",\""King\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Monica"",""King""],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","01936fd3-1608-7e63-bc3f-55ccc861d386","0192ced0-a2c7-7c83-96e1-bdcaf1460b49","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Natalia Karimova ( Russia ) 3:40.036 beat Yvonne McGregor""}]}]}","{""raw"":""{\n    \""person\"": [\""Natalia Karimova\"", \""Yvonne McGregor\""],\n    \""organization\"": [],\n    \""location\"": [\""Russia\""],\n    \""miscellaneous\"": []\n}"",""parsed"":{""person"":[""Natalia Karimova"",""Yvonne McGregor""],""organization"":[],""location"":[""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
"foo","extract_entities","0193930b-6da0-7fa2-be87-9603d2bde664","0192ced0-949e-71e3-965b-28e9465cd560","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""times in seconds ) :""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{}","",false,"2025-02-19 00:25:29"
